region,rainfall_mm,temperature_c,soil_index,market_distance_km,irrigated,farm_size_ha,high_risk
South,400.6,19.63,0.524,28.8,1,2.66,0
East,737.0,24.69,0.816,81.8,0,4.97,0
South,732.9,35.15,0.687,28.7,1,1.14,0
Central,746.5,29.15,0.593,104.4,1,1.61,0
South,388.9,24.4,0.427,17.6,1,4.36,0
Central,664.8,27.38,0.826,35.1,0,1.79,1
East,721.4,27.69,0.771,57.0,0,1.51,0
Central,465.3,29.87,0.793,49.0,1,1.85,0
South,621.4,32.65,0.528,33.1,1,2.55,1
North,602.6,28.59,0.371,7.9,1,2.55,1
Central,896.3,25.99,0.503,39.0,1,2.37,0
East,908.7,29.7,0.601,26.2,0,1.39,0
South,370.3,25.54,0.203,21.6,1,4.49,1
Central,994.1,24.61,0.781,59.2,0,6.44,0
East,482.7,22.57,0.574,6.3,0,0.79,0
East,767.1,23.12,0.622,34.0,0,0.99,0
Central,765.6,24.99,0.126,2.1,0,5.22,0
South,470.6,24.2,0.492,49.3,0,7.54,0
Central,694.0,28.38,0.818,59.6,1,0.68,0
South,603.9,24.14,0.956,38.6,0,4.62,1
Central,703.1,18.7,0.209,24.3,1,7.88,0
Central,654.6,24.58,0.73,81.0,0,1.55,0
East,799.5,26.18,0.537,84.6,1,7.59,0
East,631.3,25.8,0.813,43.9,0,2.42,0
East,594.8,31.75,0.748,92.8,1,3.34,1
East,784.4,25.78,0.505,17.6,0,1.7,0
South,707.1,29.97,0.521,31.6,0,5.21,0
South,729.8,27.45,0.668,3.6,0,4.68,0
South,520.3,27.38,0.439,13.4,0,8.34,0
Central,463.2,25.16,0.243,12.4,0,6.93,0
Central,534.8,27.34,0.851,49.1,0,2.7,0
Central,526.9,25.36,0.906,14.2,0,20.5,1
South,737.9,27.98,0.462,5.9,1,6.54,0
Central,766.4,26.84,0.762,20.3,0,3.86,0
Central,596.7,24.86,0.872,22.4,0,1.42,0
South,834.6,30.28,0.505,11.2,0,1.01,0
Central,825.3,28.7,0.504,36.5,0,1.06,0
North,656.5,26.25,0.77,41.4,0,1.48,0
South,496.7,27.91,0.094,8.8,1,6.65,1
East,856.3,27.27,0.963,54.3,0,3.73,0
North,610.8,25.07,0.231,16.6,0,1.82,1
North,638.9,27.7,0.704,22.2,0,2.49,0
Central,569.1,25.76,0.953,47.1,0,2.3,0
South,486.5,24.85,0.773,22.3,1,4.57,0
East,399.7,22.96,0.673,13.6,0,1.54,0
North,714.9,26.5,0.635,35.0,1,3.41,1
South,502.5,29.09,0.457,68.6,0,3.3,1
North,1078.9,25.55,0.877,63.1,0,1.57,0
Central,457.1,34.56,0.806,20.7,0,7.63,0
East,431.4,29.98,0.947,15.6,1,2.24,1
North,696.5,31.15,0.448,18.3,0,1.43,0
North,849.4,29.73,0.735,63.6,0,4.73,1
Central,629.7,32.69,0.805,18.1,1,2.82,0
South,705.8,25.3,0.718,89.9,0,3.54,0
East,343.5,20.33,0.497,46.6,0,1.26,0
East,518.4,26.25,0.884,32.2,0,4.61,0
North,459.0,29.06,0.544,20.4,0,11.16,0
North,335.7,27.92,0.565,35.4,1,1.2,0
South,637.5,28.27,0.787,13.5,0,3.42,0
Central,283.6,31.2,0.738,9.1,0,1.63,1
East,421.7,28.57,0.794,47.0,0,15.62,1
South,539.4,29.74,0.702,32.1,1,6.08,0
North,495.3,24.87,0.314,55.6,0,3.27,1
East,679.5,24.43,0.499,40.5,0,1.22,0
North,665.8,32.02,0.477,20.1,1,1.43,1
Central,754.1,27.78,0.916,63.1,0,4.42,0
South,732.9,25.75,0.177,22.1,1,1.12,0
Central,791.1,25.76,0.747,75.0,1,1.14,0
South,619.7,25.68,0.248,21.5,0,2.73,0
South,665.5,25.51,0.539,10.5,1,2.96,1
East,696.7,23.91,0.401,83.9,1,3.48,1
East,641.2,23.3,0.773,21.0,0,2.04,0
Central,560.4,26.95,0.657,22.1,0,4.94,1
North,570.1,25.84,0.882,10.9,1,1.55,0
South,497.4,30.6,0.594,30.2,0,4.08,1
East,683.2,28.32,0.645,12.2,0,3.12,0
Central,605.9,28.24,0.549,80.7,0,4.02,0
Central,520.5,25.42,0.922,24.8,1,5.86,0
Central,520.7,27.16,0.818,15.8,1,2.02,0
North,438.4,28.51,0.909,34.1,1,1.77,1
South,766.8,29.51,0.616,127.5,0,0.91,0
Central,631.8,27.24,0.716,35.2,1,0.73,0
South,490.6,30.52,0.911,27.5,0,2.42,0
East,741.3,27.52,0.966,33.5,0,2.53,0
East,535.9,29.72,0.814,57.5,1,1.34,1
Central,409.0,26.13,0.993,54.1,0,1.54,0
Central,773.2,22.42,0.856,39.6,0,7.32,0
South,539.4,28.25,0.58,64.8,0,4.8,1
South,558.7,29.53,0.59,34.9,0,1.2,0
Central,626.2,29.11,0.44,29.2,1,2.04,0
East,791.4,28.68,0.693,34.4,0,3.54,0
North,623.0,26.52,0.676,21.6,1,1.81,0
East,440.1,25.24,0.71,58.4,0,1.61,0
North,701.6,29.04,0.666,20.8,0,2.18,1
North,547.3,28.69,0.697,5.1,1,5.52,0
Central,903.2,25.93,0.737,9.0,0,5.86,0
North,619.8,30.61,0.498,42.5,1,1.69,0
North,284.7,25.03,0.857,18.2,1,3.67,0
North,673.6,25.87,0.336,54.9,0,2.71,1
Central,911.7,32.08,0.96,32.3,0,1.41,0
South,856.4,29.93,0.714,58.1,0,2.24,0
North,894.6,26.5,0.547,5.7,1,1.2,0
South,467.0,28.3,0.575,20.7,0,5.79,0
East,756.8,27.93,0.486,15.4,1,7.46,0
North,511.7,19.81,0.776,143.5,1,2.08,0
North,653.6,24.96,0.635,23.5,0,1.78,0
East,429.1,27.36,0.789,8.9,1,5.4,1
East,523.3,26.5,0.352,41.9,0,5.99,1
Central,518.6,28.19,0.791,14.3,0,1.32,0
South,754.8,30.66,0.875,62.1,0,2.47,1
North,740.1,26.6,0.861,69.1,1,2.62,0
Central,661.5,24.54,0.88,15.5,0,1.65,0
South,417.4,28.41,0.519,18.6,1,3.49,1
Central,573.3,26.59,0.658,39.2,0,1.72,1
South,508.1,27.06,0.882,63.4,0,1.91,0
Central,750.5,26.68,0.848,42.4,1,2.54,0
South,796.7,33.78,0.214,23.5,1,1.03,1
Central,778.5,21.23,0.738,10.6,0,0.71,0
Central,506.7,26.41,0.935,95.2,0,4.94,0
North,209.1,27.49,0.828,43.1,0,1.68,1
North,355.0,25.31,0.757,108.3,0,10.89,1
South,833.2,30.02,0.754,47.5,1,9.79,0
North,559.8,29.78,0.802,99.3,0,1.96,1
North,507.4,27.37,0.852,17.3,0,12.43,1
North,866.4,26.74,0.389,18.3,1,5.0,0
North,809.8,27.19,0.687,28.4,0,1.79,0
East,623.7,27.21,0.689,16.1,1,0.51,0
Central,576.0,27.28,0.785,7.6,0,4.25,0
East,600.2,26.97,0.921,19.9,0,2.77,0
North,654.1,28.21,0.553,47.0,0,3.6,0
South,860.0,29.61,0.858,11.7,0,2.34,0
Central,683.4,24.06,0.743,13.0,1,1.29,0
Central,728.9,24.56,0.582,20.9,0,2.06,0
East,795.4,22.6,0.741,14.7,0,4.3,0
East,444.5,29.93,0.83,21.9,0,2.16,0
East,733.2,28.2,0.676,29.9,0,2.15,0
North,575.8,28.91,0.745,12.5,0,1.01,0
North,242.6,23.5,0.863,21.3,0,2.88,0
South,300.8,32.5,0.637,32.0,0,1.32,1
Central,467.3,25.8,0.722,16.7,1,4.94,0
South,699.7,27.97,0.806,10.6,0,1.69,0
South,637.1,29.89,0.452,17.7,0,2.24,0
South,647.7,24.74,0.498,24.6,0,11.1,0
East,912.6,25.97,0.796,7.2,1,2.23,0
South,429.6,28.0,0.523,47.5,0,2.04,0
North,615.9,35.5,0.834,25.6,0,3.98,1
North,665.7,28.34,0.824,17.8,0,0.85,0
South,509.6,32.0,0.394,8.4,0,6.13,0
Central,624.2,30.88,0.462,43.4,0,5.19,0
Central,380.0,28.53,0.842,69.5,0,3.82,0
Central,831.5,24.73,0.381,20.6,1,0.3,0
South,517.8,30.47,0.921,102.2,0,2.3,0
East,924.7,23.31,0.704,30.9,1,1.19,0
South,615.1,31.98,0.609,31.7,0,5.64,0
Central,774.2,28.06,0.462,56.7,0,5.39,1
Central,612.0,20.08,0.533,45.0,0,3.5,0
Central,615.4,26.55,0.381,11.7,0,1.24,1
Central,532.4,29.33,0.789,20.0,1,7.18,1
South,637.9,26.84,0.972,63.2,0,2.29,0
South,667.7,29.5,0.566,45.6,1,8.79,0
North,502.4,25.12,0.475,102.8,0,3.23,0
North,601.2,23.84,0.433,40.9,0,3.78,0
North,528.5,27.3,0.49,46.7,0,2.02,1
East,964.9,27.59,0.537,17.7,1,6.78,0
South,606.5,26.52,0.636,68.8,0,4.04,1
North,851.8,30.94,0.446,3.5,1,6.94,1
East,590.7,25.12,0.888,35.8,0,3.05,0
Central,658.9,28.38,0.719,47.7,0,2.64,0
Central,421.8,27.69,0.401,39.0,1,4.0,1
East,552.9,23.14,0.838,31.1,0,6.94,0
North,651.6,23.81,0.594,28.6,1,5.26,0
North,857.9,27.53,0.767,32.0,0,2.97,0
South,653.3,33.05,0.465,13.3,1,0.81,1
North,827.6,29.12,0.567,38.9,0,4.6,0
South,716.1,22.67,0.865,17.8,1,1.07,0
North,864.1,18.79,0.713,20.6,0,2.78,0
North,611.1,29.55,0.348,12.1,1,2.52,0
North,978.5,27.23,0.759,163.6,0,1.08,0
Central,547.2,30.7,0.611,37.0,1,3.46,1
North,505.0,25.03,0.886,9.9,1,11.03,0
North,438.5,28.48,0.802,34.3,1,2.22,1
East,969.7,29.87,0.812,68.3,0,4.47,0
Central,742.9,26.25,0.538,38.6,0,12.57,1
Central,569.9,26.31,0.841,30.5,1,4.76,0
North,807.4,27.57,0.289,16.7,0,1.79,0
Central,723.2,29.02,0.892,38.6,0,3.17,0
Central,914.9,27.46,0.433,52.8,0,3.72,0
South,387.8,30.23,0.583,53.2,0,6.9,1
North,580.2,26.21,0.51,36.1,0,5.98,0
East,550.6,23.78,0.773,36.0,1,0.45,0
East,323.9,33.04,0.202,75.8,0,1.56,1
North,779.0,25.81,0.573,70.7,0,2.6,1
North,579.4,25.91,0.199,27.4,1,1.41,1
North,730.9,27.32,0.9,97.2,0,0.25,0
South,974.0,27.69,0.559,10.1,1,1.7,0
North,567.0,26.42,0.663,37.3,0,2.71,0
East,556.8,27.45,0.724,39.9,0,1.93,0
South,637.8,27.39,0.512,15.9,0,1.42,0
South,768.1,27.99,0.424,8.2,0,2.79,0
Central,535.0,20.9,0.849,16.2,1,3.4,0
East,525.4,32.77,0.778,60.0,0,2.0,0
North,778.6,27.09,0.924,61.1,0,6.63,0
Central,676.8,29.13,0.891,50.9,0,2.82,0
Central,313.3,23.64,0.691,18.1,0,1.54,1
East,436.2,26.18,0.594,61.7,1,1.31,1
South,845.2,25.62,0.96,19.1,0,2.37,0
South,680.3,31.62,0.767,38.9,0,5.61,0
North,505.7,25.86,0.856,31.9,0,1.59,0
East,594.4,29.62,0.542,23.8,1,4.0,0
Central,622.0,25.68,0.64,49.2,0,2.89,1
Central,730.4,26.23,0.504,55.9,0,9.93,0
East,416.3,26.81,0.721,17.2,1,3.5,0
Central,493.9,31.09,0.437,33.2,0,1.73,1
Central,660.9,22.21,0.77,54.0,1,4.39,0
South,605.0,23.82,0.539,1.9,0,4.48,0
North,705.8,22.05,0.729,42.5,1,2.1,1
Central,435.6,24.45,0.735,54.7,0,1.28,0
North,673.6,25.23,0.537,43.9,0,3.85,0
North,783.7,22.98,0.755,45.3,0,2.83,0
East,693.0,25.44,0.423,30.2,0,1.01,0
South,640.9,21.86,0.334,52.2,0,3.21,0
Central,605.6,24.65,0.829,11.4,0,1.8,0
Central,494.8,30.86,0.727,16.2,0,1.01,1
Central,609.2,28.63,0.863,44.8,1,2.16,0
South,809.0,28.02,0.931,52.3,0,6.26,0
East,602.1,24.69,0.872,68.6,1,5.96,0
East,486.5,23.2,0.644,88.1,0,5.03,1
Central,546.2,24.31,0.814,18.3,0,3.24,0
Central,650.1,27.38,0.519,13.1,1,4.0,0
Central,564.0,29.93,0.814,59.1,1,2.9,1
South,692.8,30.03,0.893,23.0,1,1.33,0
Central,698.4,29.27,0.595,31.1,0,1.51,0
South,753.3,25.43,0.711,55.1,0,1.83,0
South,833.5,27.57,0.902,37.2,1,6.76,0
Central,769.4,26.6,0.818,51.1,0,5.47,0
Central,479.9,26.94,0.767,16.9,0,1.35,0
Central,484.5,33.2,0.749,40.3,0,2.81,1
North,608.6,22.57,0.748,39.7,1,2.09,0
North,552.3,26.84,0.346,67.8,1,2.46,0
South,449.3,30.89,0.35,77.9,1,1.92,1
Central,553.7,23.4,0.884,22.6,1,6.78,0
North,548.8,25.7,0.82,14.5,0,2.69,0
South,519.2,26.02,0.824,53.2,0,3.13,0
South,572.6,26.87,0.895,7.5,0,3.14,0
Central,796.8,23.03,0.92,55.7,0,1.39,0
East,649.9,29.17,0.878,58.6,0,2.92,0
East,990.8,29.37,0.649,21.2,1,5.42,0
South,645.6,28.92,0.758,2.5,0,7.08,1
South,576.5,25.06,0.516,62.7,0,1.29,0
North,620.6,27.74,0.769,81.4,0,1.01,1
East,658.5,24.98,0.741,77.8,0,2.83,0
Central,685.3,26.57,0.278,79.5,0,5.59,0
East,931.5,33.53,0.432,10.6,0,3.43,0
South,493.2,27.77,0.318,34.0,0,4.23,0
North,748.9,24.17,0.486,39.5,0,1.12,0
North,651.2,28.0,0.771,35.4,1,1.87,0
South,384.3,23.71,0.846,51.5,1,0.65,0
South,735.6,24.14,0.734,13.7,1,2.48,0
North,810.1,24.58,0.524,7.2,0,0.67,0
South,491.4,26.26,0.711,5.1,0,6.46,0
East,618.7,30.12,0.387,63.6,0,7.47,0
Central,361.2,29.12,0.691,10.5,1,2.98,1
Central,431.2,28.96,0.703,35.3,0,1.02,1
North,777.2,24.42,0.851,20.5,0,3.47,0
South,550.0,25.98,0.306,21.2,1,9.1,1
Central,453.7,28.26,0.833,28.0,1,3.7,1
East,654.4,25.74,0.641,22.0,0,5.87,0
Central,541.6,26.72,0.826,7.3,1,1.98,1
South,549.4,28.74,0.641,28.1,0,1.54,0
Central,730.9,26.52,0.871,17.2,0,2.6,0
North,445.7,28.13,0.319,16.5,0,0.78,1
South,484.2,31.96,0.762,96.6,1,11.84,1
Central,643.1,27.02,0.628,9.0,0,2.98,0
Central,765.4,30.8,0.794,27.1,1,4.78,0
East,805.7,29.07,0.977,37.5,0,2.01,0
East,520.2,23.39,0.716,96.7,0,1.0,0
East,760.6,24.41,0.701,12.5,0,6.87,0
North,502.4,25.17,0.867,75.2,1,1.31,0
South,893.9,25.11,0.705,27.9,1,3.41,0
East,449.9,27.25,0.547,28.7,1,3.63,0
Central,819.3,29.22,0.567,49.4,1,2.85,0
North,521.5,31.01,0.936,83.0,0,1.63,1
South,922.0,28.36,0.734,21.8,1,2.47,0
Central,708.7,26.25,0.554,39.5,0,1.47,1
South,467.6,21.67,0.89,35.7,0,4.6,0
East,541.7,27.7,0.956,34.5,0,3.94,0
South,737.2,27.57,0.632,55.3,0,2.68,0
Central,777.9,28.01,0.777,18.2,0,1.88,0
Central,609.4,33.4,0.892,24.2,0,10.69,0
Central,626.7,30.97,0.471,7.5,0,1.17,1
North,733.8,29.7,0.616,46.8,1,1.0,0
South,639.8,24.81,0.531,33.4,1,2.58,0
East,426.0,26.06,0.54,81.6,0,2.3,0
Central,498.1,27.23,0.936,12.2,1,5.55,0
Central,655.3,25.33,0.107,104.5,0,4.14,0
East,802.3,28.9,0.93,52.3,0,2.77,0
North,862.4,28.5,0.878,50.7,1,3.76,0
Central,736.9,24.45,0.376,20.1,0,3.72,0
Central,663.1,30.85,0.722,26.2,1,10.67,1
South,732.3,27.79,0.583,22.9,0,3.2,0
North,520.0,22.66,0.791,72.2,0,1.75,0
South,597.0,27.36,0.937,6.3,0,3.09,0
Central,496.4,28.29,0.623,29.1,1,0.5,0
South,432.7,30.22,0.765,30.9,0,2.66,0
North,670.0,26.56,0.723,22.3,0,5.53,0
Central,647.8,29.82,0.624,15.1,0,4.02,0
Central,723.1,28.02,0.549,3.3,0,3.3,1
North,701.9,23.82,0.799,29.5,0,4.15,0
North,656.4,23.54,0.89,46.7,1,5.57,0
North,703.5,30.64,0.435,33.4,0,6.86,0
Central,613.6,30.85,0.793,15.1,0,3.64,0
North,681.9,28.4,0.482,31.2,0,2.21,1
East,511.1,31.69,0.658,82.3,0,0.6,1
Central,675.5,30.46,0.514,18.9,1,5.13,0
South,720.3,29.41,0.986,37.0,1,3.8,0
East,519.5,24.95,0.7,40.7,0,3.0,0
North,627.8,32.35,0.816,9.7,0,1.74,0
South,526.5,29.0,0.931,25.2,0,5.09,0
East,541.0,26.42,0.91,25.5,1,2.3,0
South,451.3,25.63,0.918,32.5,1,2.66,1
Central,809.9,28.22,0.82,70.6,1,2.62,0
Central,779.9,22.82,0.735,11.8,0,3.64,0
North,700.6,29.46,0.789,73.5,0,1.29,0
Central,915.8,24.83,0.772,49.2,1,3.92,0
East,591.6,28.54,0.567,106.3,0,1.7,1
East,1074.8,26.04,0.315,4.5,1,1.74,0
North,585.9,26.76,0.9,2.2,1,4.83,0
South,658.3,25.38,0.668,144.0,1,1.42,0
Central,560.3,27.05,0.859,9.3,0,4.83,0
East,675.8,32.79,0.808,16.0,0,2.9,0
North,745.3,31.38,0.587,16.1,1,0.93,0
East,602.9,28.49,0.846,47.6,0,6.6,0
East,886.5,27.43,0.325,26.9,1,3.33,0
North,655.9,29.86,0.822,18.1,0,3.51,0
North,660.6,30.66,0.789,94.1,1,5.23,0
East,483.7,25.18,0.734,3.7,1,7.2,0
North,682.8,27.28,0.573,62.0,0,3.1,1
Central,599.9,22.4,0.682,30.4,0,4.06,0
East,528.8,30.64,0.411,17.9,0,3.46,1
South,503.5,33.28,0.892,19.7,1,2.18,1
Central,1020.8,27.72,0.989,24.9,0,0.97,0
Central,580.5,21.55,0.684,16.3,0,3.13,0
North,401.5,29.2,0.689,55.6,1,6.66,0
East,515.3,24.97,0.829,23.3,1,3.97,0
Central,612.3,25.64,0.835,50.3,1,1.36,0
North,702.0,29.25,0.29,20.0,0,5.55,0
Central,703.2,28.21,0.654,36.5,1,2.22,0
East,721.5,26.13,0.772,36.5,1,0.7,0
North,523.3,25.68,0.49,32.2,0,5.27,0
East,671.1,27.85,0.66,75.1,1,1.47,0
South,488.6,26.35,0.567,80.0,0,8.65,1
East,527.1,24.39,0.646,53.6,1,5.73,0
East,482.3,26.57,0.476,65.4,1,2.34,0
East,441.7,28.45,0.399,51.6,0,3.66,1
East,779.6,27.0,0.728,22.0,0,13.14,0
North,723.3,23.54,0.742,28.6,0,5.21,0
South,766.5,30.27,0.725,4.6,0,3.17,0
South,625.9,19.83,0.514,14.2,1,17.78,0
South,736.5,26.25,0.683,9.4,1,2.93,0
East,355.8,25.76,0.633,17.7,0,3.97,0
East,749.5,27.91,0.802,38.6,0,1.48,1
South,646.6,29.07,0.548,21.4,1,0.92,1
Central,714.1,30.65,0.7,57.4,0,2.25,0
Central,677.0,25.51,0.629,14.6,0,2.79,0
Central,471.9,29.14,0.864,48.7,0,3.37,1
Central,395.3,28.05,0.835,13.5,0,1.08,0
Central,513.2,22.71,0.796,71.6,0,4.18,0
North,704.7,32.82,0.686,14.6,1,1.58,0
North,723.5,23.47,0.294,43.9,0,4.04,0
South,414.8,28.67,0.681,18.2,0,4.99,0
Central,472.8,28.59,0.896,87.9,1,2.1,0
East,511.5,28.27,0.53,85.6,1,1.45,0
South,566.4,26.12,0.833,42.8,0,7.41,0
North,415.7,29.82,0.555,42.3,1,4.79,1
North,406.7,23.13,0.47,54.5,1,3.0,0
North,496.7,27.32,0.821,48.1,1,7.06,1
East,632.9,25.92,0.907,59.5,0,2.87,0
North,442.9,25.6,0.644,14.3,0,1.82,1
Central,602.6,28.7,0.524,32.2,0,1.42,0
East,778.8,30.52,0.789,19.3,1,2.53,0
East,424.7,26.54,0.751,84.7,1,4.49,0
North,589.0,29.69,0.856,10.9,0,6.71,0
North,773.7,27.64,0.754,94.5,0,2.76,0
North,557.3,25.0,0.902,32.7,0,5.98,1
North,533.9,26.78,0.773,60.2,0,2.36,0
North,794.5,26.66,0.733,21.2,1,1.64,0
South,574.1,25.55,0.874,10.0,0,1.16,0
East,785.7,28.7,0.866,82.5,0,1.96,0
Central,684.3,28.16,0.856,45.5,0,1.19,0
South,568.6,23.05,0.486,11.8,1,10.04,0
North,692.0,22.88,0.744,29.6,1,3.62,0
South,668.1,28.69,0.463,27.9,0,2.55,0
South,773.1,25.22,0.846,44.5,1,8.33,0
East,537.7,28.35,0.764,14.3,1,1.17,0
East,626.2,29.69,0.849,11.5,1,2.49,0
Central,610.8,23.94,0.402,35.5,0,9.97,0
North,725.6,23.55,0.643,15.0,0,2.48,0
North,466.2,32.19,0.714,84.2,0,13.34,1
Central,772.5,28.48,0.902,56.3,1,4.53,1
East,689.9,26.33,0.9,55.2,0,6.35,0
Central,422.5,24.88,0.719,4.5,1,6.47,0
South,801.2,26.07,0.937,21.9,0,2.72,0
South,955.1,24.17,0.917,25.6,1,1.98,0
North,770.3,29.97,0.861,13.0,0,2.52,0
Central,834.0,25.33,0.805,48.2,0,1.43,0
South,632.8,30.56,0.853,43.9,0,2.6,0
South,370.8,26.38,0.395,53.7,0,2.71,1
Central,343.4,24.58,0.916,64.5,1,8.15,0
North,658.3,26.31,0.641,62.4,0,4.0,0
South,531.2,20.15,0.97,151.8,0,12.63,0
North,482.8,27.16,0.683,31.5,1,0.67,0
East,610.6,27.02,0.638,27.6,0,1.23,0
North,712.3,29.81,0.776,47.8,0,2.16,1
North,402.1,22.22,0.763,72.3,1,7.17,1
Central,552.7,30.75,0.734,7.3,0,2.53,0
Central,846.5,29.8,0.917,16.8,0,1.05,0
Central,458.7,31.01,0.484,20.2,0,2.32,1
Central,750.5,27.35,0.384,33.8,0,1.25,0
East,547.3,30.34,0.572,22.0,0,1.1,1
Central,701.9,23.38,0.81,65.2,1,9.97,0
Central,784.6,29.5,0.437,37.4,0,2.16,1
Central,731.2,25.34,0.794,29.3,1,3.04,0
North,756.4,22.88,0.568,44.1,0,2.56,1
South,447.3,24.35,0.395,5.3,0,2.31,1
North,787.0,27.52,0.992,42.7,0,1.57,0
South,492.1,25.19,0.816,15.4,0,2.22,1
North,658.9,28.55,0.707,57.6,0,3.38,0
East,658.7,22.44,0.727,6.3,1,6.84,0
Central,692.8,21.54,0.168,46.2,1,5.03,0
East,670.5,31.34,0.255,15.8,1,1.23,1
Central,493.4,30.03,0.826,73.2,0,5.17,0
North,417.5,24.56,0.884,7.9,1,3.7,0
East,750.9,27.49,0.922,32.9,0,1.81,0
South,647.9,30.35,0.759,52.0,1,3.06,0
South,792.4,28.67,0.667,40.9,1,3.94,0
Central,613.3,27.92,0.774,40.7,0,2.8,0
South,409.2,30.57,0.372,10.8,0,3.71,1
East,764.9,25.45,0.698,10.1,1,1.55,0
South,564.4,27.59,0.934,39.6,0,9.93,1
Central,671.3,27.45,0.727,35.4,1,0.78,0
South,522.9,26.74,0.674,13.6,1,3.96,0
South,866.6,26.41,0.715,12.9,0,3.45,0
East,488.5,27.7,0.979,29.6,0,4.13,0
Central,569.4,27.6,0.562,23.8,0,1.72,0
Central,636.1,24.56,0.671,103.9,1,5.81,0
South,456.2,29.75,0.721,76.1,0,2.53,1
Central,669.6,24.77,0.868,56.2,0,1.26,0
South,861.8,26.89,0.555,82.3,0,1.33,0
Central,546.4,26.67,0.594,19.1,1,2.95,0
North,679.3,28.5,0.764,21.4,1,0.96,0
South,207.6,21.57,0.937,69.0,0,8.76,0
North,614.2,29.99,0.953,32.9,1,5.38,0
North,573.0,25.6,0.822,34.4,1,8.91,0
South,497.2,30.92,0.364,12.1,1,8.32,1
South,782.2,26.16,0.517,66.9,0,2.16,0
East,571.1,27.36,0.845,47.7,0,1.54,0
Central,593.4,32.86,0.92,26.0,1,0.48,0
North,563.4,26.72,0.646,21.6,0,2.09,1
East,332.5,30.97,0.619,74.1,0,8.56,1
North,450.2,27.61,0.87,19.3,1,1.59,0
North,764.2,28.66,0.388,8.9,0,2.37,1
Central,303.5,27.7,0.144,76.8,0,1.9,1
Central,505.1,29.87,0.383,77.9,0,3.47,1
East,560.0,25.58,0.506,19.2,0,6.27,1
South,881.5,24.74,0.514,117.0,0,1.0,1
South,735.3,25.71,0.362,30.2,0,1.13,0
North,536.4,27.78,0.743,19.4,0,7.14,0
Central,815.7,26.88,0.679,46.7,1,4.38,0
Central,508.9,29.49,0.679,10.5,0,2.3,1
North,771.4,31.15,0.554,14.9,0,8.24,1
Central,416.2,24.77,0.657,39.8,0,1.12,0
Central,781.0,25.44,0.368,34.9,0,4.98,0
North,559.1,23.48,0.745,60.0,0,2.6,0
South,465.7,33.19,0.775,12.0,0,4.03,1
South,587.4,28.35,0.812,104.4,0,0.58,0
North,661.6,28.84,0.612,23.5,0,2.29,0
Central,545.8,23.75,0.893,34.0,0,4.39,1
South,703.1,27.5,0.799,22.6,0,2.61,0
South,532.6,28.93,0.82,10.4,1,6.15,0
South,713.1,26.79,0.732,31.4,1,6.01,0
Central,686.3,30.51,0.607,51.5,1,1.46,0
East,610.9,33.97,0.856,28.0,1,4.64,0
Central,553.8,24.85,0.523,16.4,0,1.43,1
Central,642.7,24.64,0.552,61.3,0,2.82,0
North,702.5,25.04,0.302,62.9,0,4.16,1
Central,929.3,32.0,0.732,26.9,0,1.58,0
Central,760.9,30.42,0.845,41.6,0,4.53,0
Central,766.4,27.12,0.848,61.0,0,1.96,1
South,1083.3,27.6,0.413,51.1,1,1.86,0
Central,697.4,25.21,0.747,40.8,1,4.3,0
Central,692.7,29.99,0.908,49.7,0,1.58,0
North,725.6,26.44,0.729,43.6,0,1.53,0
Central,468.7,26.77,0.697,32.7,0,5.35,1
Central,553.4,29.2,0.85,11.8,0,2.92,1
Central,544.1,26.97,0.639,14.4,0,1.06,0
North,717.1,26.84,0.472,44.9,0,4.74,0
South,593.9,27.53,0.857,22.5,0,2.09,0
East,640.7,29.73,0.847,43.8,1,1.09,0
Central,783.1,32.11,0.788,11.5,0,0.53,1
South,749.5,29.14,0.52,17.7,0,4.89,0
East,595.7,29.75,0.794,28.0,0,1.55,0
East,519.5,26.94,0.717,3.5,0,1.21,0
South,790.3,25.52,0.795,15.8,0,4.12,0
East,736.1,29.33,0.536,19.6,1,4.59,0
East,379.1,27.98,0.654,36.8,0,1.63,1
South,573.0,23.52,0.71,26.7,0,4.92,1
Central,644.8,26.58,0.91,38.2,1,10.34,0
North,736.8,27.27,0.934,33.6,0,6.52,1
North,756.5,26.07,0.614,25.9,0,5.9,0
Central,662.6,31.65,0.958,19.7,0,3.33,0
Central,707.8,28.84,0.413,34.4,0,2.04,0
Central,629.6,31.34,0.161,72.4,1,2.62,1
South,518.9,28.24,0.59,19.6,0,3.62,0
South,580.8,27.73,0.829,101.7,1,1.2,0
East,622.8,24.88,0.684,34.9,0,1.65,0
North,614.8,27.53,0.88,58.0,1,1.07,0
North,337.2,27.54,0.289,41.9,1,3.17,1
South,560.4,23.67,0.691,46.2,1,2.87,0
East,628.4,25.99,0.513,15.7,1,1.78,0
East,577.8,26.59,0.666,22.3,1,4.63,0
East,583.0,28.66,0.553,7.2,0,1.38,1
East,693.2,28.79,0.672,27.5,0,1.74,0
Central,458.2,25.87,0.563,49.2,0,4.51,1
Central,375.8,28.81,0.648,27.7,0,4.97,1
Central,567.8,26.99,0.911,60.1,0,1.62,0
South,734.6,19.47,0.728,24.0,1,3.16,0
East,873.1,26.14,0.74,18.6,1,1.64,0
Central,737.3,30.52,0.596,21.6,1,2.39,0
South,399.8,22.79,0.882,52.4,0,2.98,0
Central,585.1,27.82,0.782,87.8,1,3.91,0
